Orig_FID,Class,Quadrant,District,Orig_area,ISEA3H24Area,ISEA3H24DiffArea,ISEA3H25Area,ISEA3H25DiffArea,ISEA3H26Area,ISEA3H26DiffArea,ISEA3H27Area,ISEA3H27DiffArea,ISEA3H28Area,ISEA3H28DiffArea,ISEA4H18Area,ISEA4H18DiffArea,ISEA4H19Area,ISEA4H19DiffArea,ISEA4H20Area,ISEA4H20DiffArea,ISEA4H21Area,ISEA4H21DiffArea,ISEA4H22Area,ISEA4H22DiffArea,ISEA4T17Area,ISEA4T17DiffArea,ISEA4T18Area,ISEA4T18DiffArea,ISEA4T19Area,ISEA4T19DiffArea,ISEA4T20Area,ISEA4T20DiffArea,ISEA4T21Area,ISEA4T21DiffArea,ISEA4D18Area,ISEA4D18DiffArea,ISEA4D19Area,ISEA4D19DiffArea,ISEA4D20Area,ISEA4D20DiffArea,ISEA4D21Area,ISEA4D21DiffArea,ISEA4D22Area,ISEA4D22DiffArea
338,Manicured,NE,707D,207.7641303,1268.798005,1061.033874,604.1895286,396.4253983,290.9944811,83.23035075,288.6683299,80.90419956,264.053201,56.28907066,2234.837609,2027.073478,931.1823418,723.4182115,512.1502875,304.3861572,360.8331564,153.0690261,273.5348122,65.77068193,4469.675311,4261.911181,1489.891751,1282.127621,558.7094063,350.945276,419.0320526,211.2679223,290.9944811,83.23035075,2234.837645,2027.073514,744.9458781,537.1817477,512.1502869,304.3861566,337.5535983,129.789468,285.1745914,77.41046106
339,Manicured,NE,707D,272.2116194,1450.054882,1177.843262,906.284302,634.0726826,523.7900718,251.5784524,469.9251935,197.7135741,407.2685016,135.0568822,2979.783549,2707.571929,1862.364705,1590.153085,698.3867597,426.1751404,628.5480867,356.3364673,395.7524984,123.5408791,4469.675227,4197.463607,1862.364672,1590.153053,1024.300582,752.0889623,884.6232311,612.4116118,523.7900718,251.5784524,3724.729344,3452.517725,1862.364692,1590.153073,1257.096169,984.88455,710.026541,437.8149216,491.7806789,219.5690596
340,Manicured,NE,707D,82.77386816,1993.825485,1911.051617,785.4463977,702.6725296,221.1558094,138.3819413,288.6683352,205.8944671,203.6342519,120.8603837,2234.837681,2152.063812,1117.418833,1034.644964,744.9458795,662.1720113,442.3116195,359.5377514,244.4353686,161.6615004,4469.675227,4386.901358,1862.364672,1779.590804,931.1823459,848.4084777,465.5911767,382.8173085,221.1558094,138.3819413,3724.729344,3641.955476,1862.364692,1779.590824,931.1823533,848.4084851,430.6718395,347.8979713,296.8143766,214.0405084
341,Manicured,NE,707C,207.0529753,1087.541192,880.488217,483.3516378,276.2986625,349.1933887,142.1404134,302.0947737,95.0417984,261.8154705,54.76249523,2234.837732,2027.784757,931.1823714,724.1293961,558.7094225,351.6564472,349.1933883,142.140413,279.3547109,72.30173562,8939.35066,8732.297685,2234.837665,2027.784689,651.827656,444.7746807,419.0320669,211.9790916,349.1933887,142.1404134,2979.783554,2772.730578,931.1823675,724.1293922,558.7094226,351.6564473,407.3922868,200.3393115,288.0845456,81.0315703
342,Manicured,NE,707C,1253.872516,3625.137353,2371.264837,2658.434062,1404.561546,1745.966979,492.0944632,1691.730768,437.8582517,1501.522944,247.650428,5959.567313,4705.694797,3724.729562,2470.857046,2467.633332,1213.760817,1862.364778,608.4922622,1548.090722,294.2182061,7449.459029,6195.586513,4097.202496,2843.329981,3166.020122,1912.147606,2304.67641,1050.803894,1745.966979,492.0944632,6704.51317,5450.640654,4469.675462,3215.802946,2933.224521,1679.352005,2060.241034,806.3685184,1658.66863,404.7961142
343,Manicured,NE,707C,364.5360551,1268.798099,904.2620443,966.7033208,602.1672657,581.9890066,217.4529516,543.7706175,179.2345624,469.9252249,105.3891699,2234.837778,1870.301723,1676.128342,1311.592287,931.1824125,566.6463574,605.2685689,240.7325138,491.7807111,127.244656,4469.675743,4105.139687,1862.364826,1497.828771,1024.300648,659.764593,744.9459269,380.4098718,581.9890066,217.4529516,3724.729653,3360.193598,1676.12834,1311.592285,1070.859773,706.3237176,733.3061493,368.7700942,535.4298871,170.893832
344,Manicured,NE,707C,1707.167581,7069.019479,5361.851899,4350.165916,2642.998335,2746.988747,1039.821166,2611.442208,904.2746273,2253.403875,546.236294,11174.19116,9467.023582,7449.460804,5742.293223,4190.321806,2483.154225,3014.703741,1307.536161,2313.406849,606.2392685,16388.81326,14681.64568,11174.19144,9467.023857,5680.214024,3973.046443,3794.569143,2087.401562,2746.988747,1039.821166,16388.8142,14681.64661,8194.407168,6487.239587,4981.827016,3274.659435,3340.617688,1633.450107,2537.472679,830.3050981
345,Manicured,NE,707C,2128.298379,6887.762942,4759.464563,4893.93682,2765.638441,3131.101665,1002.803286,2947.103236,818.8048568,2651.721586,523.423207,13409.03025,11280.73187,7076.988126,4948.689746,4469.67671,2341.378331,3270.77905,1142.480671,2729.529139,601.2307602,14898.92239,12770.62402,9311.826373,7183.527994,6052.687293,3924.388914,4167.042363,2038.743984,3131.101665,1002.803286,16388.8146,14260.51622,9498.063117,7369.764738,5726.773307,3598.474928,3910.967139,1782.668759,3011.793883,883.4955039
346,Manicured,NE,707C,4651.964328,9425.357768,4773.39344,7189.856213,2537.891886,5645.293591,993.3292636,5571.970741,920.0064132,5240.785331,588.8210031,12664.08146,8012.117132,8194.405533,3542.441206,7076.986604,2425.022277,5866.449424,1214.485097,5287.370339,635.4060109,22348.37906,17696.41473,12664.0812,8012.116875,8473.760249,3821.795922,6518.277124,1866.312797,5645.293591,993.3292636,16388.81097,11736.84665,10056.77039,5404.806059,7402.900445,2750.936117,6122.524597,1470.560269,5438.687486,786.7231581
347,Manicured,NE,707A,2254.408826,4350.164726,2095.7559,3141.785652,887.376826,2595.670859,341.2620327,2564.448971,310.0401447,2432.422366,178.0135401,5959.567153,3705.158327,4097.202422,1842.793596,3026.342702,771.9338762,2688.789095,434.3802692,2464.723337,210.3145111,5959.567225,3705.158399,4469.67538,2215.266554,3817.847725,1563.438899,3026.342707,771.9338807,2595.670859,341.2620327,5214.62126,2960.212434,4097.20244,1842.793613,3166.020064,911.6112384,2653.869759,399.4609326,2455.993504,201.5846776
348,Manicured,NE,801B,788.5628566,2900.108526,2111.545669,2235.500323,1446.937467,1303.654733,515.0918764,1248.657838,460.0949814,1029.359508,240.7966515,5214.618935,4426.056078,3538.49142,2749.928563,1862.363905,1073.801048,1338.574056,550.0111996,1065.039358,276.4765011,10429.23792,9640.675068,4842.146167,4053.58331,2793.545856,2004.983,1839.084354,1050.521497,1303.654733,515.0918764,7449.455636,6660.89278,4097.200587,3308.637731,2467.632171,1679.069315,1606.288867,817.7260108,1193.076876,404.5140196
349,Manicured,NE,707A,726.3235007,2175.082452,1448.758951,1510.473925,784.1504239,1006.840976,280.5174754,973.4165301,247.0930294,890.6201824,164.2966817,4469.675486,3743.351985,2234.837767,1508.514267,1489.891844,763.5683435,1082.499546,356.1760454,893.3531205,167.0296198,7449.459122,6723.135621,3352.256657,2625.933156,1955.483054,1229.159554,1326.934931,600.6114299,1006.840976,280.5174754,4469.675527,3743.352026,2421.07425,1694.75075,1489.891849,763.5683483,1070.859766,344.5362648,893.35312,167.0296193
350,Manicured,NE,707A,255.3978419,906.2839556,650.8861136,664.608237,409.210395,395.7523502,140.3545083,389.3664432,133.9686012,349.0871553,93.68931337,1489.891204,1234.493362,1303.654802,1048.25696,651.8273996,396.4295576,442.3114504,186.9136084,340.4634188,85.06557689,4469.673663,4214.275821,1862.363987,1606.966145,838.0637985,582.6659565,558.7092001,303.3113582,395.7523502,140.3545083,2979.782383,2724.384541,1117.4184,862.0205579,605.2683005,349.8704586,419.0319005,163.6340585,334.6435316,79.24568963
351,Manicured,NE,801B,145.256842,1268.797441,1123.540599,604.1892601,458.9324181,337.5534463,192.2966043,281.954988,136.698146,230.4870137,85.23017177,2234.836598,2089.579756,1303.654702,1158.39786,605.2682497,460.0114077,279.3545773,134.0977353,232.7954821,87.53864009,2979.782131,2834.525289,1117.418291,972.161449,558.7091535,413.4523115,395.7523152,250.4954733,337.5534463,192.2966043,1489.89104,1344.634198,558.7091533,413.4523113,419.0318623,273.7750204,349.1932203,203.9363783,232.7954806,87.53863857
352,Manicured,NE,707A,39.46560581,362.5136018,323.047996,241.6757347,202.2101289,81.47842899,42.01282319,73.84536338,34.37975757,58.18119533,18.71558952,744.9456253,705.4800195,558.709228,519.2436222,186.2364086,146.7708028,104.75798,65.2923742,64.01876552,24.55315972,1489.891346,1450.42574,744.9456484,705.4800426,186.2364092,146.7708034,139.6773069,100.2117011,81.47842899,42.01282319,1489.891297,1450.425691,372.4728184,333.0072126,186.2364092,146.7708034,93.11820462,53.65259882,72.74859729,33.28299148
353,Manicured,NE,707A,57.29742613,362.5136759,305.2162497,302.0947277,244.7973016,151.3171118,94.01968566,134.2643231,76.96689702,98.46050367,41.16307754,744.9457796,687.6483535,558.7093405,501.4119143,279.3546677,222.0572416,151.3171118,94.01968566,110.5778894,53.28046329,2979.783118,2922.485692,2234.837339,2177.539913,558.7093347,501.4119086,256.0751128,198.7776866,151.3171118,94.01968566,2979.783119,2922.485693,744.9457797,687.6483535,372.4728913,315.1754651,197.8762232,140.578797,116.3977784,59.10035224
354,Manicured,NE,707A,40.73052943,543.7705254,503.039996,362.5136861,321.7831567,104.7580042,64.02747474,107.4114623,66.6809329,76.08311913,35.3525897,744.9458002,704.2152708,372.4729035,331.7423741,279.3546774,238.624148,128.0375606,87.30703117,78.56850307,37.83797363,2979.783201,2939.052672,1117.418718,1076.688188,372.4729033,331.7423739,186.2364517,145.5059223,104.7580042,64.02747474,2234.837437,2194.106907,744.9458066,704.2152772,279.3546775,238.6241481,139.6773389,98.94680948,87.2983368,46.56780737
355,Manicured,NE,707A,55.8848854,362.5136851,306.6287997,422.9326308,367.0477454,139.6773377,83.7924523,134.2643266,78.37944119,96.22276728,40.33788188,2234.837411,2178.952525,558.7093534,502.824468,186.2364507,130.3515653,162.9568934,107.072008,101.8480585,45.96317313,2979.783118,2923.898233,744.9457923,689.060907,651.8275721,595.9426867,302.6342311,246.7493457,139.6773377,83.7924523,1489.891585,1434.0067,931.1822477,875.2973623,419.0320133,363.1471279,174.5966723,118.7117869,113.4878368,57.60295139
356,Manicured,NE,707A,98.40981426,725.0275212,626.6177069,302.094802,203.6849878,145.4972588,47.08744453,167.8304455,69.42063127,132.0266171,33.61680279,1489.891935,1391.482121,744.9459612,646.5361469,325.9138597,227.5040455,221.1558332,122.7460189,139.6773683,41.26755408,2979.783819,2881.374005,744.9459677,646.5361535,279.3547369,180.9449226,186.236491,87.82667675,145.4972588,47.08744453,1489.891935,1391.482121,372.4729806,274.0631663,232.7956137,134.3857995,174.5967105,76.18689624,157.1370394,58.72722519
357,Manicured,NE,707A,230.1769173,906.2842026,676.1072853,604.1894722,374.0125548,314.2740105,84.09709317,349.0872506,118.9103333,293.1437809,62.96686359,2979.783211,2749.606294,1303.655155,1073.478238,558.7093531,328.5324358,384.1126796,153.9357623,311.3640661,81.18714879,1489.891655,1259.714738,744.9458027,514.7688853,558.7093521,328.5324348,558.709352,328.5324347,314.2740105,84.09709317,1489.891606,1259.714688,744.9458028,514.7688854,651.8275774,421.6506601,349.1933451,119.0164278,314.2740106,84.09709324
358,Manicured,NE,707A,53.47202371,543.7705515,490.2985278,362.5136975,309.0416738,168.7767909,115.3047671,154.4039828,100.9319591,107.4114663,53.93944261,1489.891698,1436.419674,558.7093778,505.2373541,372.4729193,319.0008956,162.9569013,109.4848776,113.4878422,60.01581848,2979.783304,2926.31128,2234.837478,2181.365454,651.8275998,598.3555761,256.0751301,202.6031064,168.7767909,115.3047671,2979.783304,2926.31128,744.9458259,691.4738022,279.3546869,225.8826632,197.8762373,144.4042136,110.5778973,57.10587356
359,Manicured,NE,707A,173.9657645,1268.798071,1094.832306,1027.122243,853.1564781,506.3304209,332.3646565,422.9326896,248.9669251,333.4231256,159.4573612,3724.729526,3550.763762,1303.655337,1129.689572,838.0641443,664.0983798,523.7900908,349.8243264,352.1033386,178.1375742,8939.3509,8765.385135,2979.783626,2805.817861,1676.128287,1502.162523,744.9459075,570.9801431,506.3304209,332.3646565,4469.675434,4295.70967,2234.837717,2060.871953,977.741504,803.7757395,605.2685494,431.3027849,378.2928437,204.3270793
360,Manicured,NE,707A,96.69454946,543.7706201,447.0760706,362.5137493,265.8191999,186.236484,89.54193454,167.830439,71.13588958,136.5020904,39.80754093,744.9459442,648.2513948,558.7094492,462.0148997,279.3547264,182.6601769,197.8762643,101.1817149,145.4972532,48.8027037,2979.783777,2883.089227,2234.837832,2138.143283,651.8276989,555.1331494,325.913847,229.2192976,186.236484,89.54193454,2979.783777,2883.089228,744.9459442,648.2513947,372.4729679,275.7784185,209.5160445,112.8214951,142.5873081,45.89275868
361,Manicured,NE,707A,183.6866395,906.2843723,722.5977328,785.4464523,601.7598128,378.2928586,194.6062191,349.0873132,165.4006738,275.2419206,91.55528111,2979.783736,2796.097096,1117.418901,933.7322615,651.8276953,468.1410558,407.392309,223.7056695,285.1746168,101.4879773,4469.675761,4285.989122,1862.364838,1678.678198,1117.418915,933.7322758,605.2685743,421.5819348,378.2928586,194.6062191,2979.783736,2796.097097,1489.89188,1306.20524,791.5050565,607.8184171,465.5912098,281.9045704,317.1840125,133.4973731
362,Manicured,NE,707A,286.7153505,1087.541282,800.825931,664.6085562,377.8932056,407.3923204,120.6769699,396.0798476,109.364497,360.2760198,73.56066922,2234.837884,1948.122534,1117.418942,830.703591,651.8277143,365.1123638,477.2310046,190.515654,366.653089,79.93773844,4469.675823,4182.960473,1117.418948,830.703597,744.9459553,458.2306047,512.1503454,225.4349949,407.3923204,120.6769699,1489.891945,1203.176595,931.1824439,644.4670934,558.7094673,271.9941168,419.0321008,132.3167503,355.0133083,68.29795771
363,Manicured,NE,707A,410.8209117,1631.311866,1220.490954,1268.798118,857.9772059,692.5669245,281.7460128,651.1821024,240.3611907,561.6725346,150.8516229,3724.729691,3313.908779,1489.89188,1079.070969,1070.859784,660.0388721,721.6663745,310.8454629,581.989012,171.1681004,2979.783757,2568.962845,1862.364853,1451.543942,1396.773625,985.9527138,931.1824185,520.3615069,692.5669245,281.7460128,2979.783757,2568.962845,1862.364832,1451.54392,1163.978021,753.1571092,779.8652755,369.0443638,599.448681,188.6277694
364,Manicured,NE,707A,20.12751277,1087.541321,1067.413808,604.1896208,584.062108,209.516059,189.3885462,181.2568866,161.1293738,127.5511429,107.4236301,2979.783963,2959.65645,1117.418983,1097.29147,419.0321179,398.9046051,267.7149628,247.58745,154.2270997,134.0995869,4469.675818,4449.548305,1489.891982,1469.764469,651.8277407,631.7002279,395.7525568,375.625044,209.516059,189.3885462,2234.837972,2214.710459,744.9459843,724.8184715,419.0321183,398.9046055,232.7956205,212.6681077,122.2177005,102.0901878
365,Manicured,NE,707A,604.9112769,3987.652014,3382.740737,2416.758813,1811.847536,1286.195978,681.2847009,1215.092622,610.1813448,942.0883854,337.1771084,6704.514724,6099.603447,3910.966948,3306.055672,2095.160865,1490.249588,1361.854559,756.9432821,1009.751139,404.8398624,10429.24531,9824.334036,5587.095648,4982.184371,3072.902598,2467.991321,1769.246953,1164.335676,1286.195978,681.2847009,7449.460885,6844.549608,4097.203474,3492.292197,2327.956518,1723.045241,1548.091087,943.1798098,1065.040107,460.1288305
366,Manicured,NE,707A,167.1925233,1268.798483,1101.605959,1268.798481,1101.605957,471.4112362,304.2187129,443.0724865,275.8799633,322.234536,155.0420127,2979.784612,2812.592089,1676.128851,1508.936328,884.6235557,717.4310324,547.0698302,379.8773069,334.6437788,167.4512555,5959.569039,5792.376515,2979.784586,2812.592063,1210.537494,1043.344971,744.9461508,577.7536275,471.4112362,304.2187129,5214.623032,5047.430509,1862.365376,1695.172853,1070.860092,903.6675686,616.9085309,449.7160076,387.0228047,219.8302814
367,Manicured,NE,707A,51.28976153,543.7707998,492.4810382,302.0948897,250.8051282,139.6774088,88.38764722,127.5511755,76.26141401,96.22281662,44.93305509,744.9461812,693.6564197,558.7096275,507.419866,372.4730896,321.1833281,162.9569766,111.6672151,113.4878946,62.1981331,2979.784725,2928.494963,2234.838544,2183.548783,558.7096359,507.4198744,186.2365452,134.9467836,139.6774088,88.38764722,2979.784725,2928.494963,744.9461813,693.6564197,232.7956807,181.5059192,162.956977,111.6672154,96.02821852,44.73845699
368,Manicured,NE,707A,210.4140158,1087.541085,877.1270692,604.1894879,393.7754721,343.3734659,132.9594501,322.234394,111.8203782,277.4796171,67.06560134,1489.891626,1279.47761,1117.418737,907.0047214,512.150255,301.7362392,360.8331329,150.4191171,285.1745731,74.76055726,2979.783304,2769.369288,1489.891662,1279.477646,744.9458191,534.5318033,465.5911407,255.1771249,343.3734659,132.9594501,2234.837488,2024.423472,931.1822741,720.7682583,558.7093681,348.2953523,372.4729119,162.0588961,282.2646283,71.85061251
369,Manicured,NE,707A,1972.929324,4712.676731,2739.747407,3443.879146,1470.949821,2607.309671,634.3803463,2477.176228,504.2469035,2251.164666,278.2353411,8194.401832,6221.472508,4842.146527,2869.217202,3259.137088,1286.207763,2595.669895,622.740571,2293.035736,320.106412,11919.13001,9946.200687,7449.456239,5476.526914,4749.028345,2776.09902,3142.739337,1169.810013,2607.309671,634.3803463,9684.293165,7711.363841,5773.328592,3800.399268,3631.609907,1658.680583,2840.10518,867.1758555,2383.243997,410.3146727
370,Manicured,NE,801B,10.68254664,1450.054342,1439.371795,906.283965,895.6014183,290.9943759,280.3118293,261.8153675,251.1328208,165.5926256,154.9100789,5214.619264,5203.936718,1862.364002,1851.681456,651.8274027,641.144856,360.8330264,350.1504797,180.4165132,169.7339666,7449.456122,7438.773576,2607.309585,2596.627039,1303.654804,1292.972258,605.2683015,594.5857549,290.9943759,280.3118293,2979.782388,2969.099842,1676.127612,1665.445065,744.9456029,734.2630563,349.1932514,338.5107048,177.5065696,166.824023
371,Manicured,NE,707A,299.5783501,1087.540821,787.9624707,845.8650831,546.286733,477.230805,177.6524549,456.4986165,156.9202664,382.6532521,83.07490199,2979.782614,2680.204264,1117.418471,817.8401213,791.50475,491.9263998,488.870581,189.2922309,389.9324871,90.35413701,4469.673677,4170.095326,1862.364091,1562.785741,1396.773083,1097.194733,675.1069913,375.5286412,477.230805,177.6524549,2979.782542,2680.204192,1862.36411,1562.78576,884.622954,585.0446038,570.3490108,270.7706606,427.761758,128.1834079
372,Manicured,NE,707A,562.3741702,1268.797669,706.4234989,1027.121928,464.7477578,727.48601,165.1118398,751.8801015,189.5059313,642.2309203,79.85675008,3724.728425,3162.354254,1489.891352,927.517182,977.7411977,415.3670275,791.5047778,229.1306076,666.3771846,104.0030144,2979.782686,2417.408516,2234.837015,1672.462844,1024.300302,461.9261322,838.0638855,275.6897153,727.48601,165.1118398,2979.782686,2417.408516,1303.654933,741.2807629,931.1820946,368.8079244,768.2252265,205.8510563,678.0169607,115.6427905
373,Manicured,NE,707A,199.1203957,725.0272567,525.906861,543.7704398,344.6500441,389.932506,190.8121103,328.9475487,129.8271529,284.19278,85.07238429,3724.72843,3525.608035,931.1821134,732.0617177,558.7092624,359.5888667,384.1126174,184.9922217,293.9043516,94.78395593,2979.782748,2780.662352,1117.418523,918.2981269,1024.300313,825.1799171,535.4297105,336.3093148,389.932506,190.8121103,1489.891349,1290.770953,1303.65494,1104.534544,605.2683673,406.1479716,407.3921702,208.2717745,276.4446869,77.32429117
374,Manicured,NE,707A,1470.045803,2718.852765,1248.806962,2235.501169,765.4553659,1734.327039,264.2812358,1725.296695,255.2508923,1613.40975,143.3639466,5214.620962,3744.575159,2979.78336,1509.737557,2095.160179,625.114376,1804.165714,334.1199104,1629.56903,159.5232264,10429.24142,8959.195613,4097.202086,2627.156283,2886.665151,1416.619347,2048.601069,578.5552663,1734.327039,264.2812358,4469.674971,2999.629168,3166.019837,1695.974034,2188.278412,718.2326088,1792.525932,322.4801285,1632.478974,162.4331711
375,Manicured,NE,707A,2637.27134,5075.190693,2437.919353,3685.555156,1048.283816,3078.720802,441.4494619,3027.660061,390.388721,2882.207066,244.9357253,8939.348265,6302.076925,5028.383309,2391.111969,3864.405703,1227.134363,3107.820244,470.548904,2880.844606,243.5732655,10429.23919,7791.967853,6332.038237,3694.766897,3910.964781,1273.69344,3398.81464,761.5432997,3078.720802,441.4494619,7449.456731,4812.185391,4655.910441,2018.6391,3678.169261,1040.89792,3212.578225,575.3068848,2924.493765,287.222425
376,Manicured,NE,707A,208.8611295,1631.311405,1422.450276,966.70305,757.8419205,494.6905205,285.829391,490.0647429,281.2036134,371.4646002,162.6034707,2979.782887,2770.921757,1676.127874,1467.266745,884.623049,675.7619195,570.3490713,361.4879417,387.0225844,178.1614549,5959.565785,5750.704655,3724.728687,3515.867558,1769.246106,1560.384976,931.1821562,722.3210266,494.6905205,285.829391,4469.674436,4260.813306,2234.837182,2025.976052,1117.418587,908.5574572,581.9888475,373.1277179,404.4822493,195.6211198
377,Manicured,NE,707A,327.4203726,906.284136,578.8637634,725.0273106,397.606938,459.7712025,132.3508299,456.4986776,129.078305,393.8419965,66.42162389,2979.783026,2652.362654,931.1821871,603.7618145,651.8275282,324.4071556,477.2308694,149.8104968,413.2120938,85.79172115,2979.782933,2652.36256,2234.8372,1907.416827,1303.655055,976.2346821,675.1070821,347.6867095,459.7712025,132.3508299,2979.782933,2652.362561,1676.127927,1348.707555,791.504854,464.0844814,500.5104228,173.0900502,413.2120937,85.79172113
378,Manicured,NE,707A,476.7224308,1812.568352,1335.845922,1208.378901,731.65647,727.4861104,250.7636796,684.7480449,208.0256141,595.2384966,118.5160658,4469.674647,3992.952216,2234.837331,1758.114901,1024.300442,547.5780116,756.5855553,279.8631245,619.8181662,143.0957354,5959.566299,5482.843868,1862.364426,1385.641995,1583.009772,1106.287341,1047.579998,570.8575675,727.4861104,250.7636796,2979.783078,2503.060647,2048.600881,1571.87845,1303.655109,826.9326783,838.0639992,361.3415684,660.5573887,183.8349579
379,Manicured,NE,707A,2154.707611,3987.650715,1832.943104,3141.785401,987.0777897,2572.391098,417.6834868,2504.029822,349.3222108,2365.290009,210.5823983,5959.566654,3804.859043,3910.965661,1756.25805,3212.57893,1057.871319,2688.788887,534.0812757,2383.244694,228.537083,8939.350282,6784.642671,5959.566772,3804.859161,3817.847434,1663.139823,2863.385565,708.6779544,2572.391098,417.6834868,6704.512619,4549.805008,4283.438588,2128.730977,3072.901581,918.1939701,2677.149105,522.441494,2421.073974,266.3663632
380,Manicured,NE,707A,34.40557081,362.5137339,328.1081631,241.6758226,207.2702518,128.0375778,93.63200698,107.4114767,73.0059059,73.84539028,39.43981947,1489.891801,1455.48623,372.4729529,338.067382,232.795596,198.3900252,128.0375778,93.63200698,75.65856869,41.25299789,1489.891772,1455.486202,1117.418849,1083.013279,465.5911897,431.1856189,162.9569171,128.5513463,128.0375778,93.63200698,2234.837699,2200.432128,744.9459032,710.5403324,279.3547148,244.949144,174.5966969,140.1911261,96.02818334,61.62261254
381,Manicured,NE,707A,70.8442542,906.2843361,835.4400819,362.5137324,291.6694782,168.7768065,97.93255234,167.8304319,96.98617775,132.0266066,61.18235242,1489.891796,1419.047542,931.1823834,860.3381292,419.0320703,348.1878161,221.1558156,150.3115614,133.8574675,63.01321326,4469.675221,4398.830966,1117.418834,1046.57458,372.4729516,301.6286974,279.3547148,208.5104606,168.7768065,97.93255234,1489.89177,1419.047516,558.7094273,487.8651731,372.4729531,301.6286989,221.1558155,150.3115613,145.4972472,74.65299302
382,Manicured,NE,707A,4549.388112,8156.557005,3607.168893,6223.150908,1673.762796,5226.259852,676.8717395,5149.036408,599.6482953,4891.696476,342.3083637,9684.294389,5134.906277,7821.930108,3272.541996,6099.243121,1549.855009,5377.576951,828.1888384,4946.905207,397.5170944,17878.69725,13329.30914,10056.7673,5507.379185,6983.866173,2434.478061,5936.286232,1386.89812,5226.259852,676.8717395,11174.1859,6624.79779,7449.457254,2900.069141,6099.243109,1549.854997,5331.017844,781.6297315,4935.265429,385.8773166
383,Manicured,NE,707A,413.6637125,1268.797883,855.1341705,785.4463046,371.7825922,558.7093445,145.0456321,543.7705177,130.1068052,496.7780039,83.11429141,2979.78318,2566.119468,1303.655142,889.9914291,744.945792,331.2820796,593.6286792,179.9649667,500.5104547,86.8467422,4469.674603,4056.01089,1117.418679,703.7549668,838.0640185,424.4003061,721.6662387,308.0025262,558.7093445,145.0456321,1489.891565,1076.227852,931.182242,517.5185295,791.5049066,377.8411942,593.6286784,179.964966,500.5104546,86.8467421
384,Manicured,NE,707A,62.84031499,1268.797868,1205.957553,845.8652453,783.0249303,302.6342285,239.7939135,288.6682993,225.8279843,190.2077944,127.3674794,2979.78317,2916.942855,1489.891598,1427.051283,698.3866809,635.5463659,349.1933404,286.3530254,209.5160042,146.6756893,4469.674753,4406.834438,2234.837383,2171.997068,1024.300459,961.4601437,558.7093439,495.869029,302.6342285,239.7939135,2979.78317,2916.942855,1117.418676,1054.578361,558.7093437,495.8690288,302.6342286,239.7939136,180.4165589,117.5762439
385,Manicured,NE,707A,224.852306,906.2843508,681.4320449,543.7706064,318.9183004,343.3735072,118.5212013,342.3740854,117.5217795,290.9060859,66.0537799,2234.837746,2009.98544,931.182399,706.330093,605.268556,380.41625,372.4729577,147.6206518,293.904443,69.05213702,2979.783654,2754.931348,1489.891816,1265.03951,558.7094328,333.8571268,442.3116363,217.4593303,343.3735072,118.5212013,2234.83773,2009.985424,931.1823884,706.3300824,605.2685554,380.4162494,407.3922968,182.5399908,311.3641128,86.5118068
386,Manicured,NE,707A,205.9293994,725.0275692,519.0981698,422.9327481,217.0033487,325.9138798,119.9844804,302.0948206,96.16542117,259.5777715,53.64837209,1489.892033,1283.962633,744.9460112,539.0166118,465.5912569,259.6618575,325.9138795,119.9844801,258.9851366,53.05573724,1489.891958,1283.962558,1117.419001,911.4896018,651.8277606,445.8983612,442.3116939,236.3822945,325.9138798,119.9844804,1489.891986,1283.962587,931.1825133,725.2531139,512.150382,306.2209826,372.4730054,166.543606,279.3547541,73.42535467
387,Manicured,NE,707A,605.2538763,2356.339618,1751.085742,1208.379283,603.1254069,878.8035039,273.5496276,839.1522841,233.8984078,754.1181862,148.86431,5214.622069,4609.368193,2421.074555,1815.820679,1350.214654,744.9607775,977.7416435,372.4877672,765.3156333,160.061757,4469.676111,3864.422235,2234.838068,1629.584191,1303.655535,698.4016588,1001.021211,395.7673344,878.8035039,273.5496276,2979.784107,2374.530231,1676.128554,1070.874678,1210.537281,605.2834045,977.7416479,372.4877717,794.4150867,189.1612104
388,Manicured,NE,707A,3748.16012,6887.761664,3139.601544,5558.544506,1810.384386,4463.856022,715.6959014,4424.010663,675.8505433,4130.866807,382.706687,10429.2438,6681.083676,6704.513871,2956.353751,5447.417517,1699.257397,4632.632845,884.4727251,4201.960946,453.8008259,16388.81239,12640.65227,9684.297873,5936.137753,6890.750385,3142.590264,5214.621908,1466.461787,4463.856022,715.6959014,10429.24386,6681.083743,7449.459875,3701.299755,5540.535779,1792.375659,4632.632846,884.4727258,4207.780835,459.6207152
389,Manicured,NE,707A,77.71070884,725.0276357,647.3169269,362.513816,284.8031071,174.5967365,96.88602767,174.5436894,96.83298052,123.0756783,45.36496944,2234.838224,2157.127515,744.9460806,667.2353718,325.9139073,248.2031985,174.5967364,96.88602757,122.2177155,44.50700666,4469.676543,4391.965834,1117.419107,1039.708398,558.709556,480.9988472,256.0752136,178.3645048,174.5967365,96.88602767,1489.892151,1412.181442,744.9460748,667.235366,325.9139087,248.2031999,197.8763014,120.1655926,133.8574981,56.14678927
